Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Black Rice Idli - Mangalorean,160,6,20,Salty,"Black Rice, Olive Oil, Salt, Fenugreek Seeds",Total in 30 M,"Grind black rice batter. Heat oil, add fenugreek seeds. Pour batter, cook both sides. Serve hot. Optional chutney.","Soft Mangalorean-style idli, rich in nutrients.",10,3
Jowar Upma - Bihari Style,155,6,20,"Salty, Astringent","Jowar Flour, Olive Oil, Salt, Cumin Seeds",Total in 25 M,Mix jowar flour with salt and spices. Cook like upma on pan. Serve warm. Garnish optional. Enjoy with chutney.,"Bihari-style upma, high fiber and gluten-free.",9,3
Black Rice Pancake,155,6,19,Spicy,"Black Rice, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,"Grind black rice batter. Add chili, turmeric, salt. Cook pancake on pan. Serve hot. Optional chutney.",Savory pancake with earthy flavor.,8,3
Ragi Roll,150,6,18,Salty,"Ragi Flour, Olive Oil, Salt",Total in 20 M,Mix ragi flour with salt. Roll into thin batter. Cook on pan. Serve hot. Optional side.,"Healthy ragi roll, rich in calcium.",6,2
Peas Mash,145,6,18,"Salty, Spicy","Peas, Olive Oil, Salt, Turmeric, Cumin Seeds",Total in 25 M,"Boil Peas. Mash with spices. Heat oil, cook mash 5 mins. Serve warm. Garnish optional.",Protein-rich mashed Peas.,5,2
Radish Soup,140,5,17,"Bitter, Salty","Radish, Olive Oil, Salt, Turmeric",Total in 20 M,"Chop radish. Heat oil, add turmeric and salt. Cook radish until soft. Serve hot. Optional garnish.",Simple and healthy radish soup.,8,2
Bajra Idli - Assamese Style,160,6,19,"Salty, Bitter","Bajra Flour, Olive Oil, Salt, Fenugreek Seeds",Total in 25 M,Mix bajra flour with salt and fenugreek. Steam in idli molds. Cook 10–12 mins. Serve warm. Optional chutney.,"Assamese-style steamed idli, high in protein.",7,3
Moringa Leaves Barnyard Millet Bowl,155,6,20,Salty,"Moringa Leaves, Barnyard Millet, Olive Oil, Salt",Total in 25 M,"Boil millet. Chop moringa leaves. Heat oil, add salt. Mix millet and leaves. Serve warm.",Nutrient-packed bowl with iron and fiber.,6,3
Wheat Pulao,165,6,21,Salty,"Wheat, Olive Oil, Salt",Total in 25 M,Mix Wheat with oil and salt. Cook like pulao. Serve warm. Garnish optional. Enjoy.,"Simple, healthy wheat pulao.",8,3
Kodo Millet Khichdi - Punjabi Style,165,6,21,Salty,"Kodo Millet, Olive Oil, Salt, Turmeric",Total in 25 M,Boil kodo millet. Add turmeric and salt. Heat oil lightly. Mix and serve. Garnish optional.,Punjabi-style high fiber khichdi.,9,3
Carrot Stew,150,6,19,"Spicy, Salty","Carrot, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,"Chop carrot. Heat oil, add chili and turmeric. Add carrot and cook. Serve hot. Garnish optional.",Colorful and nutritious carrot bowl.,6,2
sorghum idli - south indian,155,6,20,Salty,"Sorghum Flour, Olive Oil, Salt",Total in 25 M,Mix sorghum flour with salt. Steam idli molds. Cook 10 mins. Serve warm. Optional chutney.,"Soft, gluten-free South Indian idli.",7,2
chickpea with fenugreek leaves,160,7,22,"Bitter, Spicy","Chickpea, Fenugreek Leaves, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Soak chickpeas. Sauté fenugreek leaves in oil with turmeric and chili. Add chickpeas and cook 10 mins. Serve hot. Garnish optional.,Protein-rich curry with a slight bitter and spicy flavor.,8,2
ash gourd rajgira bowl,150,6,19,"Salty, Astringent","Ash Gourd, Rajgira (Amaranth Seeds), Olive Oil, Salt, Turmeric",Total in 30 M,"Dice ash gourd. Roast rajgira seeds. Heat oil, sauté ash gourd with turmeric. Mix seeds and cook 5 mins. Serve warm.",Nutritious bowl with soft ash gourd and crunchy seeds.,9,2
barley kofta,155,6,20,Spicy,"Barley, Olive Oil, Salt, Turmeric, Cumin Seeds",Total in 25 M,"Boil barley. Mix with oil, turmeric, and cumin. Shape into balls. Cook in oven or pan until golden. Serve hot.","Savory kofta, high in fiber and protein.",7,2
barley pongal - goan style,160,6,21,Salty,"Barley, Olive Oil, Salt, Turmeric",Total in 30 M,"Boil barley. Heat oil, add turmeric. Add barley and cook until soft. Serve warm. Optional garnish.","Goan-style pongal, soft and lightly spiced.",4,2
little millet upma - hyderabadi style,155,6,20,"Salty, Astringent","Millet, Olive Oil, Salt, Turmeric",Total in 25 M,"Roast millet. Heat oil, add turmeric. Mix millet and cook 5–7 mins. Serve warm. Garnish optional.","Hyderabadi-style upma, fiber-rich and light.",5,2
red rice khichdi - hyderabadi style,165,6,21,"Salty, Spicy","Red Rice, Olive Oil, Salt, Turmeric, Cumin",Total in 30 M,"Cook red rice. Heat oil, sauté cumin and turmeric. Add rice and cook 5 mins. Serve warm. Garnish optional.","Hyderabadi-style khichdi, hearty and mildly spiced.",5,2
carrot amaranth bowl,150,6,19,Salty,"Carrot, Amaranth, Olive Oil, Salt, Turmeric",Total in 25 M,"Chop Carrot. Roast amaranth. Heat oil, add turmeric, sauté Carrot. Mix amaranth. Serve warm.",Colorful and nutritious bowl with a light earthy taste.,6,2
barnyard millet upma - assamese style,155,6,20,"Salty, Bitter","Barnyard Millet, Olive Oil, Salt, Turmeric",Total in 25 M,"Boil millet. Heat oil, add turmeric and salt. Mix millet and cook 5 mins. Serve warm. Garnish optional.","Assamese-style upma, high in fiber and light.",6,3
urad dal with bottle gourd,160,7,21,"Salty, Spicy","Urad Dal, Bottle Gourd, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Soak urad dal. Chop bottle gourd. Sauté in oil with spices. Cook dal and vegetables together. Serve warm.,Protein and fiber-rich comforting dish.,9,3
cauliflower jowar bowl,150,6,19,Salty,"Cauliflower, Jowar, Olive Oil, Salt, Turmeric",Total in 25 M,"Boil jowar. Chop cauliflower. Heat oil, sauté cauliflower with turmeric. Mix jowar. Serve warm.",Nutritious and wholesome bowl with soft vegetables.,5,3
urad dal paratha,165,6,22,"Spicy, Salty","Urad Dal, Olive Oil, Salt, Turmeric",Total in 25 M,Cook dal. Heat oil with turmeric. Mix dal and cook 5 mins. Serve. Optional chutney.,Protein-rich urad dal paratha.,8,4
urad dal with ash gourd,160,6,21,Salty,"Urad Dal, Ash Gourd, Olive Oil, Salt, Turmeric",Total in 25 M,"Chop ash gourd. Cook dal. Heat oil, add turmeric and salt. Mix dal and ash gourd. Serve warm.",Light and nutritious curry.,6,2
urad dal bowl,160,6,21,Salty,"Urad Dal, Olive Oil, Salt",Total in 20 M,"Cook urad dal. Heat oil, add salt. Mix dal and cook 5 mins. Serve warm. Optional garnish.","Simple, protein-rich urad dal bowl.",8,3
pearl millet pulao - assamese style,165,6,21,Salty,"Pearl Millet, Olive Oil, Salt, Turmeric",Total in 25 M,Cook millet. Heat oil with turmeric and salt. Mix millet and cook 5 mins. Serve warm.,"Assamese-style millet pulao, hearty and light.",6,4
oats stuffed pepper,150,6,19,"Salty, Spicy","Oats, Bell Pepper, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook oats. Chop peppers. Heat oil with turmeric and chili. Mix oats and peppers. Serve warm.,High-fiber stuffed pepper with mild heat.,7,3
Peas dosa,155,6,20,"Spicy, Salty","Peas, Olive Oil, Salt, Turmeric, Green Chili",Total in 20 M,"Steam peas. Mix with turmeric, chili, and salt. Heat lightly on pan. Serve warm. Garnish optional.",Protein-packed savory dosa filling.,6,3
pearl millet upma - bihari style,155,6,20,Salty,"Pearl Millet, Olive Oil, Salt, Turmeric",Total in 25 M,Cook millet. Heat oil with turmeric. Mix millet and cook 5 mins. Serve.,"Bihari-style upma, rich in fiber.",5,2
cabbage buckwheat bowl,150,6,19,"Salty, Bitter","Cabbage, Buckwheat, Olive Oil, Salt, Turmeric",Total in 25 M,"Chop cabbage. Roast buckwheat. Heat oil with turmeric, sauté cabbage. Mix buckwheat. Serve warm.",High-fiber nutritious bowl.,6,2
foxtail millet pulao - konkani style,165,6,21,"Salty, Spicy","Foxtail Millet, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook millet. Heat oil with spices. Mix millet. Serve warm. Optional garnish.,"Konkani-style foxtail millet pulao, lightly spiced.",8,3
green gram salad,150,6,19,"Salty, Astringent","Green Gram, Olive Oil, Salt, Turmeric",Total in 25 M,Soak green gram. Heat oil with turmeric. Cook green gram 5–7 mins. Serve warm.,Nutritious salad bowl with mild spices.,1,2
ragi pulao - mangalorean,160,6,21,"Salty, Spicy","Ragi, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook ragi. Heat oil with turmeric and chili. Mix and cook 5 mins. Serve warm.,"Mangalorean-style ragi pulao, protein-rich.",5,2
foxtail millet upma - hyderabadi style,155,6,20,Salty,"Foxtail Millet, Olive Oil, Salt, Turmeric",Total in 25 M,Cook millet. Heat oil with turmeric. Mix and serve.,Hyderabadi-style foxtail millet upma.,6,2
black gram grill,155,6,20,"Salty, Spicy","Black Gram, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook black gram. Heat oil with spices. Mix and cook 5 mins. Serve warm.,Grilled black gram with mild heat.,5,2
little millet dosa - maharashtrian style,155,6,19,"Salty, Astringent","Millet, Olive Oil, Salt, Turmeric",Total in 25 M,Cook millet. Heat oil with turmeric. Mix and cook. Serve warm.,"Maharashtrian-style dosa, fiber-rich.",6,2
quinoa idli - maharashtrian style,160,6,21,Salty,"Quinoa, Olive Oil, Salt, Turmeric",Total in 25 M,Cook quinoa. Heat oil with turmeric. Mix and cook 5 mins. Serve warm.,Protein-rich idli with light taste.,7,2
pearl millet pulao - goan style,165,6,21,"Salty, Spicy","Pearl Millet, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook millet. Heat oil with chili and turmeric. Mix and cook. Serve warm.,"Goan-style millet pulao, mildly spiced.",8,2
pumpkin wrap,150,6,19,Salty,"Pumpkin, Olive Oil, Salt, Turmeric",Total in 25 M,Chop pumpkin. Heat oil with turmeric. Cook pumpkin until soft. Serve warm.,Wrap with soft and nutritious pumpkin filling.,9,3
toor dal no-oil pancake,150,6,18,"Salty, Astringent","Toor Dal, Salt, Turmeric",Total in 25 M,Cook dal. Add turmeric and salt. Steam in pancake molds. Serve warm.,Protein-rich no-oil dal pancake.,6,2
sattu idli - chettinad style,160,6,21,"Bitter, Spicy","Sattu, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Mix sattu with spices. Add oil lightly. Steam in idli molds. Serve hot.,"Chettinad-style sattu idli, nutritious and mildly bitter.",5,2
ridge gourd and chickpea curry,155,6,20,"Bitter, Spicy","Ridge Gourd, Chickpea, Olive Oil, Salt, Turmeric, Chili",Total in 25 M,Chop ridge gourd. Cook chickpeas. Heat oil with turmeric and chili. Mix vegetables and chickpeas. Serve hot.,Healthy curry with slight bitterness and spice.,4,2
mushroom ragi bowl,155,6,20,Salty,"Mushroom, Ragi, Olive Oil, Salt",Total in 25 M,"Cook mushroom. Boil ragi. Heat oil, sauté mushroom. Mix with ragi. Serve warm.","Nutritious bowl, earthy flavor with mild seasoning.",7,2
lentil curry,155,6,20,Spicy,"Lentils, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook lentils. Heat oil with turmeric and chili. Mix and cook 5 mins. Serve hot.,"Simple lentil curry, protein-rich.",6,2
okra and moong dal curry,150,6,19,"Spicy, Bitter","Okra, Moong Dal, Olive Oil, Salt, Turmeric, Chili",Total in 25 M,Chop okra. Cook moong dal. Sauté okra with spices. Mix with dal. Serve hot.,"Bitter and spicy curry, fiber-rich.",8,2
ash gourd oats bowl,165,6,21,"Salty, Astringent","Ash Gourd, Oats, Olive Oil, Salt, Turmeric",Total in 25 M,Chop ash gourd. Cook oats. Heat oil with turmeric. Mix ash gourd and oats. Serve warm.,Healthy oats bowl with light bitterness.,7,2
amaranth pulao - bihari style,150,6,19,"Salty, Spicy","Amaranth, Olive Oil, Salt, Turmeric, Green Chili",Total in 25 M,Cook amaranth. Heat oil with spices. Mix and cook. Serve warm.,"Protein-rich amaranth pulao, mildly spicy.",4,2
mushroom dhokla,165,6,21,Spicy,"Mushroom, Olive Oil, Salt, Turmeric",Total in 25 M,Mash mushrooms. Heat oil with turmeric and salt. Steam dhokla molds. Serve warm.,Soft dhokla with earthy mushroom flavor.,7,2
jowar pulao - maharashtrian style,145,6,18,Salty,"Jowar, Olive Oil, Salt, Turmeric",Total in 25 M,Cook jowar. Heat oil with turmeric. Mix and cook 5 mins. Serve warm.,"Maharashtrian-style jowar pulao, light and nutty.",8,2
jowar pops,155,6,19,"Salty, Astringent","Jowar, Olive Oil, Salt",Total in 25 M,Roast jowar. Heat lightly with salt. Serve as pops. Optional garnish.,Crunchy jowar snack with mild flavor.,8,2
barnyard millet dosa - rajasthani style,150,7,21,Salty,"Barnyard Millet, Olive Oil, Salt, Turmeric",Total in 25 M,"Mix millet with oil, turmeric, and salt. Cook on pan like dosa. Serve hot. Optional chutney.","Rajasthani-style millet dosa, fiber-rich.",7,2
sprouted chana sundal,155,6,19,"Salty, Spicy","Sprouted Chana, Olive Oil, Salt, Turmeric, Chili",Total in 25 M,Sauté sprouted chana with spices. Serve warm. Optional garnish. Mix well before serving. Ready to eat.,Protein-rich sundal with mild heat.,10,3
bajra dosa - konkani style,155,6,20,Salty,"Bajra Flour, Olive Oil, Salt",Total in 25 M,"Prepare batter with bajra flour, salt, and oil. Cook dosa on pan. Serve hot. Optional chutney.","Konkani-style bajra dosa, hearty and nutritious.",9,3
fenugreek leaves pakora,165,6,21,"Bitter, Spicy","Fenugreek Leaves, Gram Flour, Rice Flour, Red Chili Powder, Turmeric Powder, Salt, Groundnut Oil",Total in 25 M,Mix dry ingredients with chopped fenugreek leaves. Add mashed vegetable as binder. Heat groundnut oil. Drop spoonfuls and fry till crisp. Serve hot.,Crunchy pakoras rich in fiber and antioxidants that help control blood sugar.,8,3
Wheat pulao,155,6,20,Salty,"Wheat Grains, Carrot, Beans, Onion, Cumin Seeds, Bay Leaf, Salt, Sunflower Oil",Total in 30 M,Heat sunflower oil and add cumin seeds. Add onion and sauté till golden. Add carrot and beans. Mix wheat grains and salt. Cook until tender.,High-fiber wheat dish that maintains stable glucose levels.,6,2
chickpea dosa,155,6,19,"Salty, Spicy","Chickpeas, Rice, Green Chili, Cumin Seeds, Salt, Olive Oil",Total in 35 M,Soak chickpeas and rice. Grind with chili and salt. Ferment batter. Spread on tawa with olive oil. Cook both sides till crisp.,Protein-rich dosa improves satiety and reduces sugar cravings.,5,2
rajgira pongal - keralite style,160,6,21,Spicy,"Rajgira Seeds, Moong Dal, Black Pepper, Cumin Seeds, Curry Leaves, Salt, Coconut Oil",Total in 30 M,Roast moong dal. Cook with rajgira seeds. Heat coconut oil with spices. Add curry leaves. Mix and serve.,Nutty pongal supports digestive and glucose health.,8,2
rajgira dosa - bihari style,155,6,20,Salty,"Rajgira Flour, Rice Flour, Ginger Paste, Green Chili, Salt, Groundnut Oil",Total in 25 M,Mix flours with ginger and chili. Add salt and make batter. Pour onto tawa with oil. Cook both sides. Serve warm.,Gluten-free dosa suited for diabetics.,7,3
sorghum roti,155,6,20,Salty,"Sorghum Flour, Salt, Warm Milk, Sunflower Oil",Total in 20 M,Mix sorghum flour and salt. Add milk to make dough. Roll into discs. Roast both sides with oil. Serve hot.,Sorghum roti provides slow-digesting carbs for steady glucose.,6,3
beetroot stuffed pepper,155,6,20,"Astringent, Spicy","Beetroot, Bell Pepper, Onion, Cumin Powder, Black Pepper Powder, Salt, Olive Oil",Total in 30 M,Sauté onion with beetroot. Add spices. Stuff into bell pepper. Drizzle olive oil. Bake till soft.,"Rich in antioxidants, helps improve insulin sensitivity.",8,3
barley idli - keralite style,155,6,20,Salty,"Barley, Urad Dal, Fenugreek Seeds, Salt, Coconut Oil",Total in 35 M,Soak barley and dal. Grind and ferment. Grease molds with oil. Steam until done. Serve warm.,Barley idli supports post-meal sugar control.,9,3
rajgira upma,150,6,19,Salty,"Rajgira Seeds, Onion, Green Chili, Curry Leaves, Mustard Seeds, Salt, Groundnut Oil",Total in 25 M,Heat oil and add mustard seeds. Add onion and chili. Add rajgira seeds and salt. Stir-fry till cooked. Serve hot.,Gluten-free upma high in plant protein.,6,2
brown rice upma - maharashtrian style,145,6,18,Salty,"Brown Rice, Mustard Seeds, Curry Leaves, Peas, Salt, Sunflower Oil",Total in 30 M,Cook brown rice. Heat oil and add mustard seeds. Add peas and curry leaves. Add rice and salt. Mix and cook.,Brown rice upma gives sustained energy for diabetics.,7,2
fenugreek leaves pearl millet bowl,165,6,21,"Bitter, Salty","Pearl Millet, Fenugreek Leaves, Onion, Cumin Seeds, Salt, Groundnut Oil",Total in 25 M,Cook pearl millet. Sauté onion and cumin. Add fenugreek leaves. Add millet and salt. Stir well.,Millet bowl rich in fiber and iron helps manage glucose.,8,2
black bean sabzi,155,6,20,Spicy,"Black Beans, Tomato, Onion, Garlic, Coriander Powder, Red Chili Powder, Salt, Sunflower Oil",Total in 30 M,Boil black beans. Sauté onion and garlic. Add tomato and spices. Add beans and cook. Serve warm.,High-protein dish supports insulin stability.,9,2
ridge gourd pakora,155,6,19,Salty,"Ridge Gourd, Gram Flour, Cumin Seeds, Red Chili Powder, Salt, Groundnut Oil",Total in 20 M,Slice ridge gourd. Coat in batter. Heat oil. Fry till golden. Serve crisp.,Light snack with fiber aiding glucose control.,7,2
little millet balls,165,6,21,"Astringent, Salty","Little Millet, Cumin Powder, Black Pepper Powder, Curry Leaves, Salt, Olive Oil",Total in 25 M,Cook millet. Add cumin and pepper. Mix well. Shape into balls. Roast with olive oil.,Millet balls give slow energy release and aid metabolism.,8,3
rajgira pongal - south indian,150,6,19,Spicy,"Rajgira Seeds, Moong Dal, Curry Leaves, Cumin Seeds, Pepper Powder, Salt, Groundnut Oil",Total in 30 M,Cook dal and rajgira. Heat oil and add spices. Mix and add salt. Simmer few mins. Serve.,Healthy pongal rich in protein and fiber.,5,2
cauliflower cutlet,155,6,20,"Astringent, Salty","Cauliflower, Chickpea Flour, Black Pepper Powder, Turmeric Powder, Salt, Olive Oil",Total in 25 M,Steam and mash cauliflower. Mix with flour and spices. Shape cutlets. Roast in oil. Serve.,Low-carb snack ideal for diabetic diets.,6,2
brinjal pops,155,6,20,Spicy,"Brinjal, Gram Flour, Rice Flour, Red Chili Powder, Salt, Groundnut Oil",Total in 20 M,Dice brinjal. Coat with flour mix. Add salt and chili. Fry till crisp. Serve.,Crispy snack with antioxidant-rich brinjal.,6,2
foxtail millet pulao - gujarati style,165,6,21,Salty,"Foxtail Millet, Carrot, Onion, Peas, Bay Leaf, Clove, Salt, Sunflower Oil",Total in 30 M,Cook millet. Heat oil with bay leaf and clove. Add onion and peas. Mix millet and salt. Cook few mins.,Fiber-rich millet pulao keeps blood sugar levels balanced.,6,3
Peas ragi bowl,150,6,19,Salty,"Ragi Flour, Peas, Onion, Cumin Seeds, Curry Leaves, Salt, Groundnut Oil",Total in 25 M,Cook Peas till soft. Mix with ragi flour and salt. Heat oil and add cumin seeds. Stir-fry mixture. Serve warm.,Iron-rich bowl that stabilizes sugar and boosts energy.,9,3
cluster beans dosa,155,6,20,Spicy,"Cluster Beans, Rice, Urad Dal, Red Chili, Mustard Seeds, Salt, Sunflower Oil",Total in 30 M,Soak rice and dal. Grind with cluster beans and chili. Ferment batter. Cook on tawa with oil. Serve hot.,High-fiber dosa helps lower blood sugar spikes.,5,3
pearl millet khichdi - south indian,160,6,21,Salty,"Pearl Millet, Moong Dal, Curry Leaves, Black Pepper, Cumin Seeds, Salt, Coconut Oil",Total in 30 M,Roast moong dal. Cook millet and dal together. Heat oil with spices. Mix and cook few mins. Serve.,Nutty millet khichdi aids digestion and glycemic control.,8,4
