Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instruction,Description,Fat,No_serving,
Curry Leaves Handvo,260,9,36,"Salty, Bitter","Curry Leaves, Rice, Lentils, Yogurt, Green Chili, Ginger, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Ghee",Total in 30 Min,"Cook rice with lentils, stir in yogurt, green chili, ginger, spice powders, garam masala, ghee, and chopped curry leaves; simmer gently.",Gujarati Handvo With Curry Leaf Herbal Twist,8,3,
Curry Leaves Dhokla,220,7,32,Salty,"Curry Leaves, Gram Flour, Yogurt, Green Chili, Curry Leaves, Mustard Seeds",Total in 20 Min,"Whisk gram flour and yogurt with green chili, mustard seeds, and chopped curry leaves; simmer to kadhi thickness.",Fluffy Curry Leaf Dhokla,6,4,
Curry Leaves Usili,200,8,24,"Bitter, Astringent","Curry Leaves, Chana Dal, Red Chili, Curry Leaves, Salt",Total in 22 Min,Toss hot chana dal with fried red chili and curry leaves; salt to taste and serve warm.,South Indian Protein-Rich Herbal Usili,7,3,
Curry Leaves Adai,240,10,34,Salty,"Curry Leaves, Rice, Toor Dal, Chana Dal, Chili, Ginger",Total in 25 Min,Cook rice with toor and chana dal plus chopped chili and ginger; finish with fried curry leaves and salt.,Nutritious Multigrain Pancake With Curry Leaf,6,3,
Curry Leaves Puttu,210,6,30,Bitter,"Curry Leaves, Rice Flour, Coconut, Salt",Total in 18 Min,"Mix rice flour, grated coconut, a pinch of salt, and chopped curry leaves; pat small rotis and cook on a hot tawa.",Steamed Cylindrical Breakfast With Herbal Notes,5,2,
Curry Leaves Pesarattu,220,8,32,"Salty, Bitter","Curry Leaves, Green Gram, Ginger, Green Chili, Salt",Total in 22 Min,"Sauté grated ginger and green chili in oil, toss in green gram and chopped curry leaves with salt, and warm through.",Green Gram Pancake With Herbal Twist,6,2,
Curry Leaves Pulao with Greens,250,8,42,"Salty, Bitter","Curry Leaves, Rice, Mustard Greens,Spinach,Kale,Lettuce, Onion, Garlic, Ghee, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 25 Min,"Sauté aromatics with turmeric, red chili, coriander, cumin, garam masala, and salt in ghee, stir in cooked rice and mixed greens with curry leaves.",Fragrant Rice Dish With Curry Leaf And Greens,8,3,
Curry Leaves Steamed,150,5,20,Bitter,"Curry Leaves, Salt",Total in 15 Min,"Fry curry leaves in a little oil until crisp, sprinkle with fine salt, and use as a crunchy garnish.",Simple Steamed Herbal Greens,1,2,
Curry Leaves Pan-fried,180,6,24,"Bitter, Salty","Curry Leaves, Garlic, Mustard Oil, Rock Salt",Total in 18 Min,"Warm mustard oil, sizzle crushed garlic with curry leaves, season with rock salt, and spoon over hot dishes.",Quick Herbal Pan-Fried Dish,5,2,
Curry Leaves Stir Fry,200,7,26,"Bitter, Salty","Curry Leaves, Onion, Green Chili, Coconut Oil, Salt",Total in 20 Min,"Sauté onion and green chili in coconut oil, toss in chopped curry leaves with salt, and cook briefly.",Light Stir-Fried Herbal Greens,6,2,
Curry Leaves Smoked,160,5,20,Bitter,"Curry Leaves, Wood Chips, Mustard Oil",Total in 25 Min,"Cold-smoke curry leaves over wood chips, brush lightly with mustard oil, and crumble as a finishing aroma.",Smoky-Flavored Curry Leaves,5,2,
Curry Leaves Marinated,170,6,22,"Bitter, Salty","Curry Leaves, Yogurt, Garlic, Chili Powder, Olive Oil, Salt",Total in 20 Min,"Whisk yogurt with minced garlic, chili powder, olive oil, salt, and torn curry leaves; chill as a dip.",Flavorful Marinated Herb Dish,6,2,
Curry Leaves Stuffed,210,7,28,Bitter,"Curry Leaves, Paneer, Onion, Green Chili, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Ghee",Total in 25 Min,"Sauté paneer and onion with spices (turmeric, red chili, coriander, cumin, garam masala), add chopped curry leaves and green chili, and finish with ghee.",Stuffed Curry Leaves With Soft Filling,7,2,
Curry Leaves Rolls,220,8,30,"Bitter, Salty","Curry Leaves, Wheat Flour, Onion, Garlic, Ghee, Salt",Total in 30 Min,"Sauté onion and garlic in ghee, add chopped curry leaves and salt, then fold into wheat flour and water; roll and cook parathas.",Rolled Herbal Snack,8,2,
Curry Leaves Balls,240,8,32,Bitter,"Curry Leaves, Chickpea Flour, Onion, Green Chili, Mustard Oil, Salt",Total in 25 Min,"Mix chickpea flour with onion, green chili, chopped curry leaves, salt, and mustard oil; pan-fry small pancakes.",Crunchy Curry Leaf Balls,9,3,
Curry Leaves Crisps,150,5,18,"Bitter, Salty","Curry Leaves, Rice Flour, Salt, Coconut Oil",Total in 20 Min,"Mix rice flour, chopped curry leaves, salt, and water; pat thin rotis and cook with a little coconut oil.",Crispy Herbal Snack,6,2,
Curry Leaves Chips,160,5,20,Bitter,"Curry Leaves, Chickpea Flour, Salt, Olive Oil",Total in 20 Min,"Whisk chickpea flour with chopped curry leaves, salt, and olive oil; griddle small pancakes until golden.",Crunchy Curry Leaf Chips,5,2,
Curry Leaves Raita with Greens,140,6,18,"Bitter, Salty","Curry Leaves, Yogurt, Cucumber, Green Chili, Rock Salt",Total in 12 Min,"Whisk yogurt with diced cucumber, chopped green chili, rock salt, and torn curry leaves; chill and serve.",Refreshing Yogurt-Based Herbal Raita,4,2,
Collard Greens Curry,220,8,30,"Bitter, Salty","Collard Greens, Onion, Garlic, Tomato, Coconut Milk, Mustard Oil, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 25 Min,"Wash and shred collard greens; heat mustard oil; sauté onion until translucent; add garlic 30 sec; add turmeric, red chili, coriander, and cumin powders 30 sec; add tomato, cook till soft; add greens, toss 3?4 min; pour in coconut milk  a splash of water; simmer covered 10?15 min until tender; finish with garam masala; salt to taste.",Creamy Herbal Curry With Collard Greens,8,3,
Collard Greens Fry,180,6,22,"Bitter, Salty","Collard Greens, Garlic, Red Chili, Coconut Oil, Salt",Total in 18 Min,"Sauté onion, tomato, garlic, spices, and mustard oil, add collard greens and coconut milk, and simmer to a creamy curry.",Quick Stir-Fried Collard Greens,6,2,
Collard Greens Stew,220,7,28,"Bitter, Salty","Collard Greens, Coconut Milk, Onion, Garlic, Green Chili, Mustard Oil",Total in 25 Min,Stir-fry collard greens with sliced garlic and red chili in coconut oil; season with salt and serve warm.,Creamy Collard Greens Stew,7,3,
Collard Greens Soup,180,6,24,"Bitter, Astringent","Collard Greens, Broth, Onion, Garlic, Black Pepper, Olive Oil",Total in 20 Min,"Sauté onion, garlic, and green chili in mustard oil, add coconut milk and collard greens with salt, and simmer gently.",Light And Healthy Collard Greens Soup,5,2,
Collard Greens Rasam,160,5,20,"Bitter, Salty","Collard Greens, Tamarind, Tomato, Curry Leaves, Mustard Seeds, Coconut Oil",Total in 18 Min,"Sauté onion and garlic in olive oil, add collards and broth, crack black pepper and salt, and simmer until tender.",Spiced South Indian Collard Greens Soup,5,2,
Collard Greens Raita,140,6,18,"Bitter, Salty","Collard Greens, Yogurt, Cucumber, Green Chili, Rock Salt",Total in 12 Min,"Sauté tamarind and tomato with mustard seeds, curry leaves, and coconut oil, add chopped collards, and cook until tangy-tender.",Cooling Yogurt-Based Collard Greens Side,4,2,
Collard Greens Poriyal,180,6,22,"Bitter, Salty","Collard Greens, Mustard Seeds, Urad Dal, Coconut, Coconut Oil, Green Chili",Total in 20 Min,"Mix chopped collards with yogurt, cucumber, green chili, and rock salt; chill before serving.",Classic South Indian Stirred Collard Greens,6,2,
Collard Greens Thoran,200,7,24,"Bitter, Salty","Collard Greens, Coconut, Green Chili, Mustard Seeds, Coconut Oil, Salt",Total in 22 Min,"Splutter mustard seeds and urad dal in coconut oil, add coconut, green chili, and collards, and toss with salt.",Dry Stir-Fried Collard Greens With Coconut,7,2,
Collard Greens Thoran with Coconut,210,7,26,"Bitter, Salty","Collard Greens, Coconut, Green Chili, Mustard Seeds, Coconut Oil, Salt",Total in 22 Min,"Stir-fry coconut, green chili, mustard seeds, coconut oil, and chopped collards with salt until just wilted.",Flavorful Coconut-Based Collard Greens Stir-Fry,7,2,
Collard Greens Pickle,150,4,18,"Bitter, Salty","Collard Greens, Mustard Seeds, Fenugreek Seeds, Red Chili, Vinegar, Salt, Mustard Oil",Total in 25 Min,"Repeat: stir-fry coconut, green chili, mustard seeds, coconut oil, and chopped collards with salt until just wilted.",Tangy Spicy Collard Greens Pickle,8,3,
Collard Greens Biryani,280,8,40,"Bitter, Salty","Collard Greens, Basmati Rice, Onion, Garlic, Ginger, Green Chili, Ghee, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 35 Min,"Warm mustard oil, splutter mustard and fenugreek, add red chili, vinegar, salt, and collards, and cook to a quick pickle.",Aromatic Collard Greens Rice Dish,10,3,
Collard Greens Pulao,260,7,38,"Bitter, Salty","Collard Greens, Basmati Rice, Onion, Garlic, Ghee, Green Chili, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 30 Min,"Cook basmati rice; sauté onion, garlic, ginger, and green chili in ghee with spice powders and salt, add collards, then fold into rice.",Fragrant Herb-Infused Rice,9,3,
Collard Greens Khichdi,240,9,36,"Salty, Bitter","Collard Greens, Rice, Moong Dal, Ghee, Ginger, Black Pepper, Curry Leaves",Total in 30 Min,"Cook basmati rice; sauté onion with spices and salt, add collards, then fold into rice and steam briefly.",Comforting Protein-Rich Collard Greens Khichdi,8,3,
Collard Greens Upma,220,7,32,Salty,"Collard Greens, Semolina, Onion, Green Chili, Coconut Oil, Ginger, Curry Leaves",Total in 25 Min,"Cook rice and moong dal with ghee, ginger, black pepper, curry leaves, and salt; finish with wilted collards.",Healthy Breakfast Dish With Collard Greens,6,2,
Collard Greens Dosa,210,6,30,"Salty, Bitter","Collard Greens, Rice, Urad Dal, Curry Leaves, Salt, Coconut Oil",Total in 25 Min,"Dry-roast semolina; splutter mustard seeds in coconut oil, add onion, green chili, ginger, curry leaves, and collards, pour hot water and salt to make upma.",Thin Crispy Crepe With Collard Greens,5,2,
Collard Greens Idli,180,6,28,"Bitter, Salty","Collard Greens, Rice, Urad Dal, Salt",Total in 30 Min,"Soak rice and urad dal; grind with salt, ferment, then stir chopped collards and curry leaves into batter and cook dosas.",Soft Steamed Breakfast With Collard Greens,4,4,
Collard Greens Paratha,250,8,38,Bitter,"Collard Greens, Wheat Flour, Onion, Green Chili, Ghee, Salt",Total in 25 Min,"Soak rice and urad dal; grind with salt, ferment, and cook dosas topped with finely chopped collards.",Stuffed Flatbread With Collard Greens,9,2,
Collard Greens Pakora,200,7,28,"Bitter, Salty","Collard Greens, Gram Flour, Rice Flour, Green Chili, Mustard Oil, Salt",Total in 25 Min,"Knead wheat flour with onion, green chili, ghee, salt, and chopped collards; rest, roll, and cook parathas.",Crispy Fried Collard Greens Snack,8,2,
Collard Greens Cutlet,220,8,32,Bitter,"Collard Greens, Potato, Bread Crumbs, Onion, Ghee, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 30 Min,"Mix gram flour and rice flour with chopped collards, green chili, mustard oil, and salt to a thick batter; shallow-fry spoonfuls.",Golden Pan-Fried Collard Greens Cutlets,7,3,
Collard Greens Tikki,210,7,30,"Salty, Bitter","Collard Greens, Potato, Gram Flour, Onion, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Olive Oil",Total in 25 Min,"Mix mashed potato, bread crumbs, onion, spices, salt, and chopped collards; shallow-fry cutlets in ghee until golden.",Spiced Collard Greens Patties,6,3,
Collard Greens Kebab,240,9,32,Bitter,"Collard Greens, Paneer, Gram Flour, Onion, Green Chili, Mustard Oil",Total in 25 Min,"Mix boiled potato, gram flour, onion, spices, and chopped collards; pan-fry patties with olive oil until crisp.",Grilled Collard Greens Skewers,8,3,
Collard Greens Tandoori,260,8,34,"Bitter, Salty","Collard Greens, Yogurt, Chili Powder, Garam Masala, Mustard Oil",Total in 30 Min,"Sauté paneer with gram flour, onion, green chili, mustard oil, and chopped collards; cook until lightly charred and coated.",Smoky Tandoori-Flavored Collard Greens,9,3,
Collard Greens Grilled,180,6,28,"Bitter, Salty","Collard Greens, Garlic, Olive Oil, Rock Salt",Total in 20 Min,"Whisk yogurt with chili powder, garam masala, mustard oil, salt, and chopped collards; serve chilled as raita.",Quick Grilled Collard Greens,6,2,
Collard Greens Baked,200,7,30,Bitter,"Collard Greens, Bread Crumbs, Parmesan, Olive Oil, Salt",Total in 25 Min,"Warm olive oil with sliced garlic, toss chopped collards, add rock salt, and cook just until wilted.",Crispy Baked Collard Greens,7,2,
Collard Greens Roast,210,7,32,"Bitter, Salty","Collard Greens, Garlic, Olive Oil, Black Pepper",Total in 25 Min,"Mix bread crumbs, grated parmesan, chopped collards, olive oil, and salt; bake as a crunchy topper.",Oven-Roasted Collard Greens With Garlic,8,2,
Collard Greens Stuffed Paratha,260,8,36,Bitter,"Collard Greens, Wheat Flour, Onion, Green Chili, Ghee, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 30 Min,"Sauté garlic in olive oil, add collards, black pepper, and salt, and cook to desired tenderness.",Hearty Flatbread With Collard Greens Stuffing,9,2,
Collard Greens Sandwich,230,7,34,"Bitter, Salty","Collard Greens, Bread, Tomato, Onion, Cheese, Olive Oil",Total in 15 Min,"Knead wheat flour with onion, green chili, ghee, salt, turmeric, red chili, coriander, cumin, garam masala, and chopped collards; roll and cook parathas.",Quick Healthy Collard Greens Sandwich,7,2,
Collard Greens Salad,150,5,20,"Bitter, Astringent","Collard Greens, Cucumber, Tomato, Onion, Lemon Juice, Rock Salt",Total in 10 Min,"Toast bread with olive oil; layer tomato, onion, cheese, and sautéed collards; grill until melty and serve hot.",Refreshing Collard Greens Salad,4,2,
Collard Greens Smoothie,160,6,26,"Sweet, Bitter","Collard Greens, Banana, Yogurt, Honey, Almond Milk",Total in 8 Min,"Toss chopped cucumber, tomato, onion, lemon juice, rock salt, and shredded collards; chill before serving.",Herbal Smoothie With Collard Greens,5,2,
Collard Greens Milkshake,180,6,28,"Sweet, Bitter","Collard Greens, Milk, Banana, Honey, Almond Oil",Total in 10 Min,"Blend banana, yogurt, honey, almond milk, and a few collard leaves until smooth; serve cold.",Creamy Herbal Milkshake With Collard Greens,5,2,
Collard Greens Chutney,150,5,18,"Bitter, Salty","Collard Greens, Coconut, Green Chili, Ginger, Salt, Olive Oil",Total in 15 Min,"Blend warm milk, banana, honey, almond oil, and a small handful of collards; serve warm in a mug.",Spicy Herbal Chutney,6,2,
Collard Greens Sundal,210,9,28,Salty,"Collard Greens, Boiled Chickpeas, Mustard Seeds, Coconut, Coconut Oil",Total in 20 Min,"Toss coconut, green chili, grated ginger, salt, olive oil, and finely chopped collards as a quick salad.",Protein-Rich South Indian Snack,6,3,
Collard Greens Kofta,240,8,32,Bitter,"Collard Greens, Chickpea Flour, Onion, Green Chili, Mustard Oil, Salt",Total in 25 Min,"Splutter mustard seeds in coconut oil, add boiled chickpeas, coconut, chopped collards, and salt; toss briefly on low.",Crunchy Kofta With Herbal Goodness,9,3,
Collard Greens Kadhi,190,6,24,Astringent,"Collard Greens, Yogurt, Chickpea Flour, Green Chili, Turmeric, Coconut Oil",Total in 20 Min,"Mix chickpea flour with onion, green chili, mustard oil, salt, and chopped collards; shallow-fry spoonfuls until golden.",Light Yogurt-Based Curry With Herbal Twist,5,3,
Collard Greens Pongal,250,8,42,"Salty, Bitter","Collard Greens, Rice, Moong Dal, Ghee, Ginger, Black Pepper",Total in 25 Min,"Whisk yogurt with chickpea flour, turmeric, coconut oil, green chili, and chopped collards; simmer gently to a kadhi.",South Indian Breakfast Dish With Herbal Flavor,8,4,
Collard Greens Uttapam,230,7,36,"Salty, Bitter","Collard Greens, Rice Batter, Onion, Tomato, Chili, Salt",Total in 22 Min,"Cook rice and moong dal with ghee, ginger, black pepper, and salt; fold in chopped collards to finish.",Soft Uttapam With Herbal Topping,6,2,
Collard Greens Handvo,260,9,36,"Salty, Bitter","Collard Greens, Rice, Lentils, Yogurt, Green Chili, Ginger, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala, Ghee",Total in 30 Min,"Spread rice batter on a tawa, top with onion, tomato, chilies, and chopped collards, salt lightly, and cook both sides until golden.",Gujarati Handvo With Collard Greens Herbal Twist,8,3,
Collard Greens Dhokla,220,7,32,Salty,"Collard Greens, Gram Flour, Yogurt, Green Chili, Mustard Seeds",Total in 20 Min,"Cook rice with lentils, then stir in yogurt, green chili, ginger, spice powders, garam masala, ghee, and chopped collards; simmer a few minutes.",Fluffy Collard Greens Dhokla,6,4,
Collard Greens Usili,200,8,24,"Bitter, Astringent","Collard Greens, Chana Dal, Red Chili, Salt",Total in 22 Min,"Whisk gram flour and yogurt with green chili, mustard seeds, and chopped curry leaves; simmer to thicken and serve.",South Indian Protein-Rich Herbal Usili,7,3,
Collard Greens Adai,240,10,34,Salty,"Collard Greens, Rice, Toor Dal, Chana Dal, Chili, Ginger",Total in 25 Min,"Toss hot chana dal with fried red chili and curry leaves, salt to taste, and serve warm.",Nutritious Multigrain Pancake With Collard Greens,6,3,
Collard Greens Puttu,210,6,30,Bitter,"Collard Greens, Rice Flour, Coconut, Salt",Total in 18 Min,Cook rice with toor and chana dal plus chopped chili and ginger; finish with chopped curry leaves and salt.,Steamed Cylindrical Breakfast With Herbal Notes,5,2,
Collard Greens Pesarattu,220,8,32,"Salty, Bitter","Collard Greens, Green Gram, Ginger, Green Chili, Salt",Total in 22 Min,"Mix rice flour, coconut, salt, and chopped curry leaves; pat small rotis and tawa-cook until set.",Green Gram Pancake With Collard Greens,6,2,
Collard Greens Pulao with Greens,250,8,42,"Salty, Bitter","Collard Greens, Rice, Onion, Garlic, Ghee, Turmeric Powder, Red Chili Powder ,Coriander Powder ,Cumin Powder, Garam Masala",Total in 25 Min,"Sauté grated ginger and green chili in a little oil, toss in green gram and chopped curry leaves with salt, and warm through.",Fragrant Rice Dish With Collard Greens,8,3,
Collard Greens Steamed,150,5,20,Bitter,"Collard Greens, Salt, Water",Total in 15 Min,Boil chopped collard greens in lightly salted water until tender; drain well.?,Simple Steamed Herbal Greens,1,2,
