Food Name,Calories,Protein_g,Carbohydrates_g,Taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Fragrant Aatu Kari Kuzhambu Treat,302,18,9,Astringent,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 35M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,4,4
Golden Moong Dal Soup Delight,263,8,19,Astringent,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 33M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Healthy Thinai Upma Taste,201,12,10,Astringent,"Ghee, Millet, Onion, Salt",Total in 48M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,7,4
Authentic Lemon Ginger Drink Fusion,216,9,11,Spicy,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 58M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and fresh ingredients for better metabolism.,7,4
Classic Green Chili Chicken Masala,161,13,24,Spicy,"Chicken, Chili Powder, Ginger Garlic Paste, Onion, Salt, Tomato, Turmeric",Total in 54M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly chicken recipe made with balanced spices and fresh ingredients for better metabolism.,3,2
Traditional Moong Dal Soup Delight,124,14,12,Astringent,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 61M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,5,2
Golden Kara Kuzhambu Delight,289,10,27,Astringent,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 36M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,4,2
Golden Pepper Mutton Fry Variety,258,8,17,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Pepper, Salt, Tomato, Turmeric",Total in 33M,"Heat oil in a pan over medium heat. Add Onion and saute  translucent. Add Garlic, Ginger and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Homestyle Aatu Kari Kuzhambu Curry,184,17,17,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 57M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,8,4
Classic Paruppu Kuzhambu Special,207,8,25,Astringent,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 32M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,3,2
Traditional Methi Dal Masala,228,16,11,Spicy,"Drumstick Leave, Garlic, Methi, Mustard Seeds, Onion, Salt, Spinach",Total in 42M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Fragrant Pepper Egg Fry Special,151,18,17,Spicy,"Egg, Mustard Seeds, Onion, Pepper, Salt, Tomato",Total in 30M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,4,2
Wholesome Pongal Masala,232,17,18,Spicy,"Ghee, Rice, Salt, Urad Dal",Total in 30M,Heat Ghee in a pan over medium heat. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Golden Drumstick Leaves Fry Variety,328,14,29,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 55M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,6,3
Mild Tomato Rice Delight,130,8,11,Astringent,"Lemon, Mustard Seeds, Rice, Salt, Tomato",Total in 59M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,4,4
Homestyle Pongal Masala,287,15,17,Spicy,"Ghee, Rice, Salt, Urad Dal",Total in 38M,Heat Ghee in a pan over medium heat. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,10,4
Mild Curry Leaf Chutney Blend,223,9,16,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 43M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,12,4
Golden Kambu Pongal Recipe,218,16,17,Spicy,"Ghee, Millet, Onion, Salt",Total in 46M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,7,2
Mild Thinai Upma Treat,248,10,26,Astringent,"Ghee, Millet, Onion, Salt",Total in 37M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,8,3
Wholesome Pepper Mutton Fry Recipe,236,14,23,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Pepper, Salt, Tomato, Turmeric",Total in 65M,"Heat oil in a pan over medium heat. Add Onion and saute  translucent. Add Garlic, Ginger and saute  1 minute. Add the chopped vegetables and stir well. Add Turmeric Powder, Chili Powder and mix thoroughly. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.",A thyroid-friendly mutton recipe made with balanced spices and fresh ingredients for better metabolism.,12,2
Homestyle Varagu Pongal Delight,211,19,13,Astringent,"Ghee, Millet, Onion, Salt",Total in 54M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,4,2
Mild Chapati Treat,285,8,11,Astringent,"Ghee, Rice, Salt, Wheat",Total in 34M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,11,2
Golden Egg Curry Taste,273,19,27,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 64M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,6,4
Zesty Vatha Kuzhambu Fusion,148,8,24,Bitter,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 52M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and fresh ingredients for better metabolism.,10,3
Healthy Tamarind Rice Curry,279,14,14,Spicy,"Lemon, Mustard Seeds, Rice, Salt, Tamarind",Total in 34M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly rice recipe made with balanced spices and fresh ingredients for better metabolism.,5,3
Traditional Horse Gram Kuzhambu Blend,304,13,26,Bitter,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 41M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,9,4
Mild Varagu Pongal Delight,269,18,14,Bitter,"Ghee, Millet, Onion, Salt",Total in 39M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly millet recipe made with balanced spices and fresh ingredients for better metabolism.,4,3
Zesty Egg Curry Special,269,9,27,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 45M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and fresh ingredients for better metabolism.,12,3
Mild Chana Dal Curry Fusion,218,16,27,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 51M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and fresh ingredients for better metabolism.,6,3
Golden Curry Leaf Chutney Special,251,11,11,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 50M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and fresh ingredients for better metabolism.,10,2
Healthy Pepper Rasam Taste,194,17,20,Spicy,"Garlic, Mustard Seeds, Pepper, Salt, Tamarind, Tomato, Water",Total in 25M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and fresh ingredients for better metabolism.,8,3
Golden Chapati Recipe,166,7,21,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 53M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,11,3
Mild Chapati Blend,301,10,28,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 41M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and fresh ingredients for better metabolism.,10,4
